Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Release Version	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age 	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider 	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed 	Assembly BioSample Collected by 	Assembly BioSample Collection date 	Assembly BioSample Cultivar 	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage 	Assembly BioSample Ecotype 	Assembly BioSample Geographic location 	Assembly BioSample Host 	Assembly BioSample Host disease 	Assembly BioSample Identified by 	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category 	Assembly BioSample Isolate 	Assembly BioSample Isolate name alias 	Assembly BioSample Isolation source 	Assembly BioSample Last updated	Assembly BioSample Latitude / Longitude 	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name  	Assembly BioSample Publication date	Assembly BioSample Sample name 	Assembly BioSample Serotype 	Assembly BioSample Serovar 	Assembly BioSample Sex 	Assembly BioSample Source type 	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain 	Assembly BioSample Sub-species 	Assembly BioSample Submission date	Assembly BioSample Tissue 	Assembly Blast URL	Assembly Description	Assembly Grouping Method	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly LongName	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCA_026709165.1	86.05	GCA_003063245.1	0.02	type	Arcobacter caeni	0.02	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									19		1796	38	1853	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15855033		derived_from	SAMN13943199		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR3_bin_23		CAR3_bin_23			2023-09-03T04:34:26.869	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:05.257			2020-08-19T08:03:16.040					Scaffold				ASM2670916v1	derived from metagenome,fragmented assembly,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	237	3215		820305	37	6.68058	646	741		646	222	3511		2206239	2203497								GCA_026709165.1											CAR3_bin_23			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPOTM01	JAPOTM01	https://www.ncbi.nlm.nih.gov/nuccore/JAPOTM000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		host	Phyllospongia foliascens		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		collection_date	2015-12-22		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		geo_loc_name	Australia: Davies Reef		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		lat_lon	18.832467 S 147.633250 E		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		isolate	CAR1_bin_20		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		metagenomic	1		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		environmental-sample	1		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		sample_type	metagenomic assembly		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		metagenome_source	sponge metagenome		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCA_026710285.1	77.64	GCA_900290265.1	0.01	type	Clostridium cagae	0.01	low_coverage	category_na	Inconclusive	na		no-type		no_type	na		Endozoicomonadaceae bacterium	Endozoicomonadaceae bacterium									43		2447	41	2531	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI	2022-11-30			6.3		metaspades v. 3.9.0			PRJNA602572	PRJNA602572			Marine sponge metagenomes Metagenome	SAMN15854979		derived_from	SAMN13943197		PRJNA602572						2015-12-22										Endozoicomonadaceae bacterium		2590577	Microbe sample from Endozoicomonadaceae bacterium			Australia: Davies Reef	Phyllospongia foliascens				Sample name	CAR1_bin_20		CAR1_bin_20			2023-09-03T04:34:25.657	18.832467 S 147.633250 E	Microbe, viral or environmental		Australian Centre for Ecogenomics	Microbe.1.0		2021-02-10T00:00:00.000						live	2021-02-10T04:07:21.454			2020-08-19T08:03:14.906					Scaffold				ASM2671028v1	derived from metagenome,genus undefined									2022-12-06	Illumina	current	Australian Centre for Ecogenomics			haploid	151	7054		1305233	37	11.2509	577	646		577	140	7867		3528880	3525302								GCA_026710285.1											CAR1_bin_20			Endozoicomonadaceae bacterium		2590577	SOURCE_DATABASE_GENBANK			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAPORK01	JAPORK01	https://www.ncbi.nlm.nih.gov/nuccore/JAPORK000000000.1
GCF_004028165.1	100	GCA_003864255.1	100	type	Aestuariirhabdus litorea	100	mismatch	category_na	Inconclusive	declared species has no type assembly		no-type		no_type	na		Endozoicomonadaceae bacterium GTF-13	Endozoicomonadaceae bacterium GTF-13									64		3345	13	3422	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2020-03-05			4.11		SOAPdenovo v. 2			PRJNA485668	PRJNA485668			Endozoicomonadaceae bacterium GTF-13 Genome sequencing and assembly	SAMN09812355		strain	GTF-13								2017-01-20										Endozoicomonadaceae bacterium GTF-13		2506149	Microbe sample from Endozoicomonadaceae bacterium GTF-13			South Korea: Gangjin area					Sample name	tidal flat				tidal flats	2019-01-18T00:37:44.250		Microbe, viral or environmental		Chung Ang University	Microbe.1.0		2019-01-18T00:37:44.250						live	2019-01-18T00:37:44.250	GTF-13		2018-08-13T02:19:03.287					Contig				ASM402816v1	genus undefined	GCA_004028165.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2019-01-16	Illumina	suppressed	Chung Ang University	This record was removed by RefSeq staff. Please contact info@ncbi.nlm.nih.gov for further details. Reason: genus undefined		haploid	1	2189692				11	7	7		7	1	2189692		3663152	3663152								GCF_004028165.1													GTF-13	Endozoicomonadaceae bacterium GTF-13		2506149	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/SBHR01	SBHR01	https://www.ncbi.nlm.nih.gov/nuccore/SBHR00000000.1
GCF_004028165.1	100	GCA_003864255.1	100	type	Aestuariirhabdus litorea	100	mismatch	category_na	Inconclusive	declared species has no type assembly		no-type		no_type	na		Endozoicomonadaceae bacterium GTF-13	Endozoicomonadaceae bacterium GTF-13									64		3345	13	3422	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2020-03-05			4.11		SOAPdenovo v. 2			PRJNA485668	PRJNA485668			Endozoicomonadaceae bacterium GTF-13 Genome sequencing and assembly	SAMN09812355		isolation_source	tidal flats								2017-01-20										Endozoicomonadaceae bacterium GTF-13		2506149	Microbe sample from Endozoicomonadaceae bacterium GTF-13			South Korea: Gangjin area					Sample name	tidal flat				tidal flats	2019-01-18T00:37:44.250		Microbe, viral or environmental		Chung Ang University	Microbe.1.0		2019-01-18T00:37:44.250						live	2019-01-18T00:37:44.250	GTF-13		2018-08-13T02:19:03.287					Contig				ASM402816v1	genus undefined	GCA_004028165.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2019-01-16	Illumina	suppressed	Chung Ang University	This record was removed by RefSeq staff. Please contact info@ncbi.nlm.nih.gov for further details. Reason: genus undefined		haploid	1	2189692				11	7	7		7	1	2189692		3663152	3663152								GCF_004028165.1													GTF-13	Endozoicomonadaceae bacterium GTF-13		2506149	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/SBHR01	SBHR01	https://www.ncbi.nlm.nih.gov/nuccore/SBHR00000000.1
GCF_004028165.1	100	GCA_003864255.1	100	type	Aestuariirhabdus litorea	100	mismatch	category_na	Inconclusive	declared species has no type assembly		no-type		no_type	na		Endozoicomonadaceae bacterium GTF-13	Endozoicomonadaceae bacterium GTF-13									64		3345	13	3422	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2020-03-05			4.11		SOAPdenovo v. 2			PRJNA485668	PRJNA485668			Endozoicomonadaceae bacterium GTF-13 Genome sequencing and assembly	SAMN09812355		collection_date	2017-01-20								2017-01-20										Endozoicomonadaceae bacterium GTF-13		2506149	Microbe sample from Endozoicomonadaceae bacterium GTF-13			South Korea: Gangjin area					Sample name	tidal flat				tidal flats	2019-01-18T00:37:44.250		Microbe, viral or environmental		Chung Ang University	Microbe.1.0		2019-01-18T00:37:44.250						live	2019-01-18T00:37:44.250	GTF-13		2018-08-13T02:19:03.287					Contig				ASM402816v1	genus undefined	GCA_004028165.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2019-01-16	Illumina	suppressed	Chung Ang University	This record was removed by RefSeq staff. Please contact info@ncbi.nlm.nih.gov for further details. Reason: genus undefined		haploid	1	2189692				11	7	7		7	1	2189692		3663152	3663152								GCF_004028165.1													GTF-13	Endozoicomonadaceae bacterium GTF-13		2506149	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/SBHR01	SBHR01	https://www.ncbi.nlm.nih.gov/nuccore/SBHR00000000.1
GCF_004028165.1	100	GCA_003864255.1	100	type	Aestuariirhabdus litorea	100	mismatch	category_na	Inconclusive	declared species has no type assembly		no-type		no_type	na		Endozoicomonadaceae bacterium GTF-13	Endozoicomonadaceae bacterium GTF-13									64		3345	13	3422	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2020-03-05			4.11		SOAPdenovo v. 2			PRJNA485668	PRJNA485668			Endozoicomonadaceae bacterium GTF-13 Genome sequencing and assembly	SAMN09812355		geo_loc_name	South Korea: Gangjin area								2017-01-20										Endozoicomonadaceae bacterium GTF-13		2506149	Microbe sample from Endozoicomonadaceae bacterium GTF-13			South Korea: Gangjin area					Sample name	tidal flat				tidal flats	2019-01-18T00:37:44.250		Microbe, viral or environmental		Chung Ang University	Microbe.1.0		2019-01-18T00:37:44.250						live	2019-01-18T00:37:44.250	GTF-13		2018-08-13T02:19:03.287					Contig				ASM402816v1	genus undefined	GCA_004028165.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2019-01-16	Illumina	suppressed	Chung Ang University	This record was removed by RefSeq staff. Please contact info@ncbi.nlm.nih.gov for further details. Reason: genus undefined		haploid	1	2189692				11	7	7		7	1	2189692		3663152	3663152								GCF_004028165.1													GTF-13	Endozoicomonadaceae bacterium GTF-13		2506149	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/SBHR01	SBHR01	https://www.ncbi.nlm.nih.gov/nuccore/SBHR00000000.1
